,,group,ids,moe,percent
c15002_educational_attainment_by_race_acs_m,nhwsc_p,,"001, 010, 005",FALSE,TRUE
c15002_educational_attainment_by_race_acs_m,nhwsc_mep,,"001, 010, 005",TRUE,TRUE
c15002_educational_attainment_by_race_acs_m,nhwbd_p,,"001, 006, 011",FALSE,TRUE
c15002_educational_attainment_by_race_acs_m,nhwbd_mep,,"001, 006, 011",TRUE,TRUE
c15002_educational_attainment_by_race_acs_m,latlh_p,,"008, 001, 003",FALSE,TRUE
c15002_educational_attainment_by_race_acs_m,latlh_mep,,"008, 001, 003",TRUE,TRUE
c15002_educational_attainment_by_race_acs_m,laths_p,,"001, 004, 009",FALSE,TRUE
c15002_educational_attainment_by_race_acs_m,laths_mep,,"001, 004, 009",TRUE,TRUE
c15002_educational_attainment_by_race_acs_m,latsc_p,,"001, 010, 005",FALSE,TRUE
c15002_educational_attainment_by_race_acs_m,latsc_mep,,"001, 010, 005",TRUE,TRUE
c15002_educational_attainment_by_race_acs_m,latbd_p,,"001, 006, 011",FALSE,TRUE
b05006_foreign_born_place_of_birth_acs_m,numeric,,,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,fb,,1,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,fb_me,,1,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eur,,2,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eur_m,,2,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,neur,,3,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,neurm,,3,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,uk_eur,,4,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,uk_eurm,,4,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,uk_eur1,,5,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,uk_eur1m,,5,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,uk_eng,,6,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,uk_engm,,6,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,uk_scot,,7,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,uk_scotm,,7,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,neur_irl,,8,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,neur_irlm,,8,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,neur_den,,9,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,neur_denm,,9,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,neur_nor,,10,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,neur_norm,,10,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,neur_swd,,11,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,neur_swdm,,11,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,neur_oth,,12,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,neur_othm,,12,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,weur,,13,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,weurm,,13,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,weur_aus,,14,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,weur_ausm,,14,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,weur_blg,,15,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,weur_blgm,,15,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,weur_frn,,16,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,weur_frnm,,16,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,weur_grm,,17,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,weur_grmm,,17,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,weur_nth,,18,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,weur_nthm,,18,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,weur_swz,,19,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,weur_swzm,,19,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,weur_oth,,20,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,weur_othm,,20,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,seur,,21,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,seurm,,21,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,seur_grc,,22,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,seur_grcm,,22,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,seur_itl,,23,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,seur_itlm,,23,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,seur_prt,,24,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,seur_prtm,,24,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,azisl,,25,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,azislm,,25,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,seur_spn,,26,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,seur_spnm,,26,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,seur_oth,,27,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,seur_othm,,27,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur,,28,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeurm,,28,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_alb,,29,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_albm,,29,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_blr,,30,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_blrm,,30,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_bul,,31,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_bulm,,31,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_cro,,32,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_crom,,32,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_cze,,33,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_czem,,33,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_hng,,34,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_hngm,,34,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_ltv,,35,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_ltvm,,35,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_lth,,36,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_lthm,,36,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_mac,,37,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_macm,,37,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_mld,,38,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_mldm,,38,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_pol,,39,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_polm,,39,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_rom,,40,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_romm,,40,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_rus,,41,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_rusm,,41,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_ukr,,42,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_ukrm,,42,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_bh,,43,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_bhm,,43,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_ser,,44,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_serm,,44,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_oth,,45,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eeur_othm,,45,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eur_nec,,46,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eur_necm,,46,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,asia,,47,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,asiam,,47,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,e_asia,,48,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,e_asiam,,48,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ea_china,,49,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ea_chinam,,49,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ea_chna1,,50,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ea_chna1m,,50,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ea_hk,,51,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ea_hkm,,51,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ea_taiw,,52,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ea_taiwm,,52,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ea_japan,,53,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ea_japanm,,53,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ea_korea,,54,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ea_koream,,54,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ea_oth,,55,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ea_othm,,55,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sc_asia,,56,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sc_asiam,,56,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sca_afg,,57,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sca_afgm,,57,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sca_bng,,58,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sca_bngm,,58,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sca_ind,,59,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sca_indm,,59,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sca_iran,,60,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sca_iranm,,60,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sca_kaz,,61,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sca_kazm,,61,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sca_nep,,62,FALSE,TRUE
b05006_foreign_born_place_of_birth_acs_m,sca_nepm,,62,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sca_pak,,63,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sca_pakm,,63,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sca_sril,,64,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sca_srilm,,64,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sca_uzb,,65,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sca_uzbm,,65,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sca_oth,,66,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sca_othm,,66,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,se_asia,,67,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,se_asiam,,67,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sea_camb,,68,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sea_cambm,,68,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sea_ind,,69,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sea_indm,,69,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sea_laos,,70,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sea_laosm,,70,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sea_mal,,71,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sea_malm,,71,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sea_burm,,72,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sea_burmm,,72,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sae_phil,,73,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sae_philm,,73,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sea_sing,,74,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sea_singm,,74,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sea_thai,,75,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sea_thaim,,75,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sea_viet,,76,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sea_vietm,,76,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sea_oth,,77,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sea_othm,,77,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,w_asia,,78,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,w_asiam,,78,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,wa_iraq,,79,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,wa_iraqm,,79,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,wa_isra,,80,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,wa_isram,,80,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,wa_jord,,81,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,wa_jordm,,81,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,wa_kuw,,82,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,wa_kuwm,,82,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,wa_leb,,83,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,wa_lebm,,83,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,wa_sa,,84,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,wa_sam,,84,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,wa_syria,,85,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,wa_syriam,,85,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,wa_yem,,86,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,wa_yemm,,86,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,wa_turk,,87,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,wa_turkm,,87,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,wa_arm,,88,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,wa_armm,,88,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,wa_oth,,89,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,wa_othm,,89,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,asia_nec,,90,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,asia_necm,,90,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,africa,,91,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,africam,,91,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,e_africa,,92,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,e_africam,,92,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eaf_erit,,93,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eaf_eritm,,93,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eaf_eth,,94,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eaf_ethm,,94,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eaf_ken,,95,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eaf_kenm,,95,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eaf_oth,,96,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eaf_othm,,96,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,m_africa,,97,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,m_africam,,97,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,maf_cam,,98,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,maf_camm,,98,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,maf_oth,,99,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,maf_othm,,99,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,n_africa,,100,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,n_africam,,100,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,naf_egyp,,101,FALSE,TRUE
b05006_foreign_born_place_of_birth_acs_m,naf_egypm,,101,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,naf_moro,,102,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,naf_morom,,102,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,naf_sudn,,103,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,naf_sudnm,,103,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,naf_oth,,104,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,naf_othm,,104,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,s_africa,,105,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,s_africam,,105,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,saf_sa,,106,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,saf_sam,,106,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,saf_oth,,107,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,saf_othm,,107,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,w_africa,,108,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,w_africam,,108,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,waf_cv,,109,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,waf_cvm,,109,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,waf_ghan,,110,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,waf_ghanm,,110,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,waf_lib,,111,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,waf_libm,,111,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,waf_nig,,112,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,waf_nigm,,112,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,waf_sl,,113,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,waf_slm,,113,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,waf_oth,,114,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,waf_othm,,114,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,afrcanec,,115,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,afrcanecm,,115,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ocea,,116,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,oceam,,116,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,oce_aunz,,117,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,oce_aunzm,,117,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,oce_au,,118,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,oce_aum,,118,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,oce_oth,,119,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,oce_othm,,119,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,oce_fiji,,120,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,oce_fijim,,120,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,oce_nec,,121,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,oce_necm,,121,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,americas,,122,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,americasm,,122,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,lat_amer,,123,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,lat_amerm,,123,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,carib,,124,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,caribm,,124,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,crib_bah,,125,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,crib_bahm,,125,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,crib_brb,,126,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,crib_brbm,,126,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,cari_cub,,127,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,cari_cubm,,127,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,crib_dom,,128,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,crib_domm,,128,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,crib_dr,,129,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,crib_drm,,129,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,crib_grn,,130,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,crib_grnm,,130,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,crib_hat,,131,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,crib_hatm,,131,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,crib_jam,,132,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,crib_jamm,,132,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,crib_stv,,133,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,crib_stvm,,133,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,crib_trn,,134,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,crib_trnm,,134,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,crib_wi,,135,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,crib_wim,,135,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,crib_oth,,136,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,crib_othm,,136,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,c_amer,,137,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,c_amerm,,137,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ca_mex,,138,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ca_mexm,,138,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ca_blz,,139,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ca_blzm,,139,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ca_cr,,140,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ca_crm,,140,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ca_elslv,,141,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ca_elslvm,,141,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ca_guat,,142,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ca_guatm,,142,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ca_hond,,143,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ca_hondm,,143,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ca_nic,,144,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ca_nicm,,144,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ca_pan,,145,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ca_panm,,145,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ca_oth,,146,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,ca_othm,,146,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,s_amer,,147,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,s_amerm,,147,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sa_argn,,148,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sa_argnm,,148,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sa_bol,,149,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sa_bolm,,149,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sa_brzl,,150,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sa_brzlm,,150,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sa_chile,,151,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sa_chilem,,151,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sa_col,,152,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sa_colm,,152,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sa_ecuad,,153,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sa_ecuadm,,153,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sa_guya,,154,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sa_guyam,,154,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sa_peru,,155,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sa_perum,,155,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sa_urug,,156,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sa_urugm,,156,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sa_venez,,157,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sa_venezm,,157,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sa_oth,,158,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,sa_othm,,158,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,n_amer,,159,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,n_amerm,,159,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,na_can,,160,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,na_canm,,160,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,na_oth,,161,FALSE,FALSE
b05006_foreign_born_place_of_birth_acs_m,na_othm,,161,TRUE,FALSE
b05006_foreign_born_place_of_birth_acs_m,eurp,,"001, 002",FALSE,TRUE
b05006_foreign_born_place_of_birth_acs_m,eur_mp,,"001, 002",TRUE,TRUE
b05006_foreign_born_place_of_birth_acs_m,neurp,,"001, 003",FALSE,TRUE
